Date;Text;Amount;Saldo;Currency
30/01/2017;kontaktløs Dankort 7-Eleven B 022;-60;137125,06;DKK
26/01/2017;kontaktløs Dankort VEGA - MUSIKKENS H;-140;137185,06;DKK
24/01/2017;kontaktløs Dankort kafferiet;-160;137325,06;DKK
24/01/2017;Pengeautomat;-200;137485,06;DKK
23/01/2017;Kates Joint ApS;-142;137685,06;DKK
13/01/2017;Dankort-køb musikundervisning. Nota 81.258.233;-1120;137827,06;DKK
10/01/2017;Pengeautomat;-300;138947,06;DKK
09/01/2017;kontaktløs Dankort The American Pie C;-110;139247,06;DKK
05/01/2017;Dankort-køb Oister;-86;139357,06;DKK
03/01/2017;Pengeautomat;-500;139443,06;DKK
02/01/2017;Den Franske Bogcaf;-92;139943,06;DKK
31/12/2016;Rente af indestående;109,15;140035,06;DKK
30/12/2016;Account 64970001000373;-9000;139925,91;DKK
30/12/2016;Københavns Universit;26604,85;148925,91;DKK
23/12/2016;Kalaset ApS;-115;122321,06;DKK
22/12/2016;Øbro Hallen;-360;122436,06;DKK
22/12/2016;Dankort-køb Billetten A/S Nota 64-24189-83;-501,74;122796,06;DKK
19/12/2016;Restaurant La Peta;-538;123297,8;DKK
19/12/2016;MobilePay: Alberto P;250;123835,8;DKK
15/12/2016;kontaktløs Dankort Symbion A/S;-25,88;123585,8;DKK
13/12/2016;IZ *TAK FOR KAFFE, KOBENHAVN K;-90;123611,68;DKK
12/12/2016;kontaktløs Dankort Zoologisk Have i K;-242,9;123701,68;DKK
12/12/2016;kontaktløs Dankort DET FRANSKE CONDIT;-47;123944,58;DKK
12/12/2016;kontaktløs Dankort LEGO store DK;-180;123991,58;DKK
09/12/2016;Dankort-køb MobilePay;-20;124171,58;DKK
09/12/2016;Dankort-køb MobilePay;-150;124191,58;DKK
07/12/2016;DSB 675 Ly RKA;-200;124341,58;DKK
07/12/2016;kontaktløs Dankort Burger King;-46;124541,58;DKK
07/12/2016;IZ *TAK FOR KAFFE, KOBENHAVN K;-105;124587,58;DKK
05/12/2016;kontaktløs Dankort Matas 14200;-39,95;124692,58;DKK
05/12/2016;Big Apple;-25;124732,53;DKK
05/12/2016;Dankort-køb Nordisk Film Bio;-111,39;124757,53;DKK
05/12/2016;Dankort-køb Oister;-86;124868,92;DKK
05/12/2016;kontaktløs Dankort Imperial;-40;124954,92;DKK
30/11/2016;Account 64970001000373;-9000;124994,92;DKK
30/11/2016;Københavns Universit;26604,85;133994,92;DKK
29/11/2016;MobilePay: Ehm;20;107390,07;DKK
29/11/2016;kontaktløs Dankort Gløggkompagniet;-80;107370,07;DKK
28/11/2016;MobilePay: Christian;20;107450,07;DKK
28/11/2016;MobilePay: Trine Nie;20;107430,07;DKK
28/11/2016;Magasin, Kgs Nytor;-260;107410,07;DKK
28/11/2016;AFRICAN TOUCH ApS;-75;107670,07;DKK
28/11/2016;kontaktløs Dankort CRAFT Coffeeshop;-85;107745,07;DKK
28/11/2016;Cafe Rosa;-30;107830,07;DKK
28/11/2016;FARAOS CIGARER;-359,2;107860,07;DKK
25/11/2016;MobilePay: Trine Fri;20;108219,27;DKK
24/11/2016;MobilePay: Timo Seba;20;108199,27;DKK
24/11/2016;MobilePay: Niels Gra;20;108179,27;DKK
24/11/2016;MobilePay: Annemette;20;108159,27;DKK
24/11/2016;MobilePay: Line Enge;20;108139,27;DKK
24/11/2016;Dankort-køb MobilePay;-200;108119,27;DKK
24/11/2016;MobilePay: Torben Ha;20;108319,27;DKK
23/11/2016;MobilePay: Jette Bor;20;108299,27;DKK
23/11/2016;MobilePay: Maria Cam;20;108279,27;DKK
23/11/2016;MobilePay: Tuomas Ki;20;108259,27;DKK
23/11/2016;MobilePay: Henrik Ve;20;108239,27;DKK
23/11/2016;MobilePay: Mette And;20;108219,27;DKK
23/11/2016;MobilePay: Alberto P;20;108199,27;DKK
23/11/2016;MobilePay: Vincent A;20;108179,27;DKK
23/11/2016;Dankort-køb MobilePay;-20;108159,27;DKK
23/11/2016;MobilePay: Yuvaraj M;20;108179,27;DKK
23/11/2016;MobilePay: Mani Arum;20;108159,27;DKK
23/11/2016;Dankort-køb KKB;-345;108139,27;DKK
11/11/2016;Visa/Dankort;-784;108484,27;DKK
10/11/2016;Ekspeditionsgebyr;-200;109268,27;DKK
08/11/2016;IZ *GULD OG URT, KOBENHAVN N;-1500;109468,27;DKK
04/11/2016;Baresso Coffee A/S;-103;110968,27;DKK
04/11/2016;DET FRANSKE CONDIT;-123;111071,27;DKK
03/11/2016;Dankort-køb Oister;-86;111194,27;DKK
01/11/2016;Vaffelbager.Tivoli;-130;111280,27;DKK
31/10/2016;Account 64970001000373;-9000;111410,27;DKK
31/10/2016;VON FRESSEN ApS;-125;120410,27;DKK
31/10/2016;Københavns Universit;26604,85;120535,27;DKK
31/10/2016;Dankort-køb MobilePay;-65;93930,42;DKK
20/10/2016;Symbion A/S;-56,81;93995,42;DKK
18/10/2016;Pengeautomat;-300;94052,23;DKK
17/10/2016;Dankort-køb MobilePay;-230;94352,23;DKK
13/10/2016;Øbro Hallen;-360;94582,23;DKK
12/10/2016;Amazon UK Marketplace, 800-279-6620 GBP 95,00;-796,79;94942,23;DKK
10/10/2016;Dankort-køb MobilePay;-20;95739,02;DKK
03/10/2016;Dankort-køb Oister;-86;95759,02;DKK
30/09/2016;Account 64970001000373;-9000;95845,02;DKK
30/09/2016;Københavns Universit;26604,85;104845,02;DKK
29/09/2016;BB blomster ApS;-68;78240,17;DKK
29/09/2016;Pengeautomat;-300;78308,17;DKK
26/09/2016;Cafe Munk;-610;78608,17;DKK
12/09/2016;Café La Esquina Ap;-58;79218,17;DKK
12/09/2016;Dankort-køb MobilePay;-170;79276,17;DKK
12/09/2016;Dankort-køb MobilePay;-170;79446,17;DKK
06/09/2016;IZ *MONELLIES, FREDERIKSBERG;-105;79616,17;DKK
05/09/2016;Dankort-køb Oister;-86;79721,17;DKK
05/09/2016;M Forum RVM;-200;79807,17;DKK
05/09/2016;REINH VAN HAUEN;-86;80007,17;DKK
31/08/2016;Account 64970001000373;-9000;80093,17;DKK
31/08/2016;Københavns Universit;26604,85;89093,17;DKK
30/08/2016;IZ *GAO DUMPLING B, COPENHAGEN N;-310;62488,32;DKK
29/08/2016;Dankort Bryggen 21 ApS;-86;62798,32;DKK
29/08/2016;Tante T Torvehalle;-253;62884,32;DKK
26/08/2016;Hos Buller v/Poul;-330;63137,32;DKK
24/08/2016;Netto Frederiksber;-73,65;63467,32;DKK
22/08/2016;Dankort-køb www.sparshipping.d;-670;63540,97;DKK
16/08/2016;Designcafeen I/S;-55;64210,97;DKK
15/08/2016;The Coffee Collect;-50;64265,97;DKK
12/08/2016;Pengeautomat;-300;64315,97;DKK
12/08/2016;Generator Hostel C;-40;64615,97;DKK
05/08/2016;Café La Esquina Ap;-67;64655,97;DKK
01/08/2016;Visa/Dankort SEK  1110,00 Kurs 78,893 Nota nr. 36692 TUNA KROG, SANKT IBB;-875,72;64722,97;DKK
01/08/2016;Visa/Dankort SEK   293,00 Kurs 78,894 Nota nr. 98791 HAMNKROGENSNEPPET BET, VIKEN;-231,16;65598,69;DKK
01/08/2016;Visa/Dankort SEK   200,00 Kurs 78,895 Nota nr. 63718 NORREBORGS HAMN VEN, SANKT IBB;-157,79;65829,85;DKK
01/08/2016;Visa/Dankort SEK   140,00 Kurs 78,892 Nota nr. 18316 IZ *HALSA FRAN HVE, SANKT IBB;-110,45;65987,64;DKK
01/08/2016;Visa/Dankort SEK    85,00 Kurs 78,894 Nota nr. 09178 IZ *VEN TUNA KROG, SANKT IBB;-67,06;66098,09;DKK
01/08/2016;Dankort Shabaz Bülowsvej;-93;66165,15;DKK
29/07/2016;Taxa 4 X 35;-155;66258,15;DKK
29/07/2016;Account 64970001000373;-9000;66413,15;DKK
29/07/2016;Københavns Universit;26604,85;75413,15;DKK
28/07/2016;Visa/Dankort SEK    92,00 Kurs 79,195 Nota nr. 18359 SKANETRAFIKEN 01, HASSLEHOLM;-72,86;48808,3;DKK
28/07/2016;Visa/Dankort SEK    92,00 Kurs 79,195 Nota nr. 05905 SKANETRAFIKEN 13, HASSLEHOLM;-72,86;48881,16;DKK
27/07/2016;Visa/Dankort SEK  1260,00 Kurs 79,184 Nota nr. 57654 FIRST CAMP MOLL, MOLLE;-997,73;48954,02;DKK
27/07/2016;Visa/Dankort SEK    68,00 Kurs 79,176 Nota nr. 09040 SKANETRAFIKEN 01, HASSLEHOLM;-53,84;49951,75;DKK
26/07/2016;Visa/Dankort SEK  1000,00 Kurs 79,406 Nota nr. 28030 BANKOMAT STORGATAN 60, HOGANAS;-794,06;50005,59;DKK
26/07/2016;Visa/Dankort SEK   180,00 Kurs 79,411 Nota nr. 53673 HOGANAS BAATSALLSKAP, HOGANAS;-142,94;50799,65;DKK
25/07/2016;Kontantgebyr, STORGATAN 60 HOGANAS;-30;50942,59;DKK
20/07/2016;Spejder Sport A/S;-838;50972,59;DKK
20/07/2016;Games/Karrusella;-179;51810,59;DKK
19/07/2016;Foodie I/S;-158;51989,59;DKK
18/07/2016;HOOHA;-350;52147,59;DKK
18/07/2016;GREENSUSHI ApS;-233;52497,59;DKK
18/07/2016;HOOHA;-150;52730,59;DKK
14/07/2016;Symbion A/S;-34,88;52880,59;DKK
13/07/2016;FRILUFTSLAND A/S;499;52915,47;DKK
12/07/2016;Visa/Dankort SEK   272,11 Kurs 79,464 Nota nr. 50563 EKO FJALKINGE, FJALKINGE;-216,23;52416,47;DKK
12/07/2016;Visa/Dankort SEK   120,00 Kurs 79,466 Nota nr. 81765 OLOFSTROMS FRITIDSKLUB, OLOFSTROM;-95,36;52632,7;DKK
12/07/2016;Visa/Dankort SEK   105,00 Kurs 79,466 Nota nr. 40820 APOTEK HJARTAT MALMO JAGE, MALMO;-83,44;52728,06;DKK
05/07/2016;Pengeautomat;-300;52811,5;DKK
04/07/2016;Visa/Dankort SEK   660,00 Kurs 79,919 Nota nr. 30259 WWW.NORDICTRAVEL.SE, YSTAD;-527,47;53111,5;DKK
04/07/2016;Dankort-køb Oister;-177;53638,97;DKK
04/07/2016;Nha Trang v/Thang;-621;53815,97;DKK
04/07/2016;FREDERIKSBERG MATE;-72,95;54436,97;DKK
04/07/2016;FRILUFTSLAND A/S;-499;54509,92;DKK
04/07/2016;JOE & THE JUICE Øs;-188;55008,92;DKK
01/07/2016;KAYAK REPUBLIC, 4522884989;-4550;55196,92;DKK
01/07/2016;Overførsel;560;59746,92;DKK
30/06/2016;Account 64970001000373;-9000;59186,92;DKK
30/06/2016;Københavns Universit;26604,85;68186,92;DKK
28/06/2016;IZ *SING TEHUS APS, KOBENHAVN K;-155;41582,07;DKK
20/06/2016;Dankort Vinhanen S.M.B.A;-55;41737,07;DKK
20/06/2016;Dankort-køb MobilePay;-90;41792,07;DKK
20/06/2016;LA TIENDA;-50;41882,07;DKK
20/06/2016;DET FRANSKE CONDIT;-48;41932,07;DKK
20/06/2016;M Kgs. Nytorv RVM;-200;41980,07;DKK
20/06/2016;VAFFELBAGEREN I/S;-35;42180,07;DKK
20/06/2016;Palæo;-232;42215,07;DKK
17/06/2016;LUFTHANSA AG2202369743943, KOELN;-1382;42447,07;DKK
15/06/2016;Rema 1000;-87,45;43829,07;DKK
15/06/2016;Dankort August Krogh Insti;-38,13;43916,52;DKK
14/06/2016;Straksoverførsel gennemført  pr. 14-06-2016/Konto 32640016176850;-100;43954,65;DKK
13/06/2016;Tivoli A/S F&B;-140;44054,65;DKK
13/06/2016;Zoologisk Have i K;-69;44194,65;DKK
13/06/2016;Dankort-køb MobilePay;-75;44263,65;DKK
07/06/2016;Visa/Dankort SEK   119,90 Kurs 81,259 Nota nr. 38869 COOP KONSUM MORRUM, MORRUM;-97,43;44338,65;DKK
07/06/2016;Visa/Dankort SEK    44,00 Kurs 81,250 Nota nr. 51569 MATVIK - TARNOLINJEN, KARLSHAMN;-35,75;44436,08;DKK
07/06/2016;Dankort August Krogh Insti;-44,08;44471,83;DKK
03/06/2016;DET FRANSKE CONDIT;-51;44515,91;DKK
02/06/2016;Dankort August Krogh Insti;-39,4;44566,91;DKK
01/06/2016;Pengeautomat;-300;44606,31;DKK
31/05/2016;Københavns Universit;26604,85;44906,31;DKK
31/05/2016;Account 64970001000373;-9000;18301,46;DKK
30/05/2016;coffee 24 v/ Aform;-50;27301,46;DKK
27/05/2016;Øbro Hallen;-360;27351,46;DKK
26/05/2016;LØGISMOSE A/S;-65;27711,46;DKK
23/05/2016;Dankort The American Pie C;-145;27776,46;DKK
23/05/2016;FRILUFTSLAND A/S;-79;27921,46;DKK
17/05/2016;Cleaver's Meat Mar;-64;28000,46;DKK
17/05/2016;Risteriet Aps;-100;28064,46;DKK
12/05/2016;Paradis Trianglen;-74;28164,46;DKK
11/05/2016;FREDERIKSBERG MATE;-54,95;28238,46;DKK
11/05/2016;Pengeautomat;-300;28293,41;DKK
10/05/2016;OVERFOR CAFÉ & BAR;-73;28593,41;DKK
10/05/2016;Rema 1000;-68,25;28666,41;DKK
10/05/2016;M Forum TVM;-36;28734,66;DKK
10/05/2016;SILVAN;-169,95;28770,66;DKK
10/05/2016;Foodie I/S;-100;28940,61;DKK
10/05/2016;Dankort-køb MobilePay;-100;29040,61;DKK
10/05/2016;Rema 1000;-50,4;29140,61;DKK
09/05/2016;Netto-Bådene;-80;29191,01;DKK
09/05/2016;Dankort-køb MobilePay;-155;29271,01;DKK
09/05/2016;cafe Tænk;-106;29426,01;DKK
09/05/2016;Rema 1000;-62,5;29532,01;DKK
09/05/2016;Strandkiosken;-56;29594,51;DKK
09/05/2016;M Forum RVM;-200;29650,51;DKK
09/05/2016;Stefanos Delikates;-40;29850,51;DKK
09/05/2016;Dankort-køb Oister;-118,73;29890,51;DKK
09/05/2016;Taxa 4 X 35;-136;30009,24;DKK
09/05/2016;Rema 1000;-126,65;30145,24;DKK
09/05/2016;The Coffee Collect;-66;30271,89;DKK
04/05/2016;Rema 1000;-85,35;30337,89;DKK
04/05/2016;The Dubliner Downt;-62;30423,24;DKK
03/05/2016;KaffeVærket;-65;30485,24;DKK
02/05/2016;Rema 1000;-80,45;30550,24;DKK
02/05/2016;Østerbros Original;-169;30630,69;DKK
29/04/2016;DET FRANSKE CONDIT;-152;30799,69;DKK
29/04/2016;Københavns Universit;26604,85;30951,69;DKK
29/04/2016;Account 64970001000373;-9000;4346,84;DKK
28/04/2016;Rema 1000;-110,8;13346,84;DKK
28/04/2016;Aldi 002;-113,25;13457,64;DKK
26/04/2016;Rema 1000;-140,4;13570,89;DKK
26/04/2016;Pengeautomat;-300;13711,29;DKK
25/04/2016;Rema 1000;-102,3;14011,29;DKK
25/04/2016;LOUISIANA FONDEN;-105;14113,59;DKK
25/04/2016;LOUISIANA FONDEN;-230;14218,59;DKK
25/04/2016;Dankort Studenterhuset;-50;14448,59;DKK
25/04/2016;Rema 1000;-59,35;14498,59;DKK
25/04/2016;Rema 1000;-109,1;14557,94;DKK
25/04/2016;SØREN K;-129;14667,04;DKK
21/04/2016;HANS HJULMAND TAND;-1260;14796,04;DKK
18/04/2016;REINH VAN HAUEN;-64;16056,04;DKK
18/04/2016;Dankort-køb MobilePay;-105;16120,04;DKK
15/04/2016;Dankort Summerbird Chocola;-152;16225,04;DKK
15/04/2016;Sundsult Aps;-74;16377,04;DKK
12/04/2016;Pengeautomat;-300;16451,04;DKK
11/04/2016;DSB Øresund 669 Hg;-200;16751,04;DKK
11/04/2016;Noma;-760;16951,04;DKK
08/04/2016;Dankort-køb MobilePay;-160;17711,04;DKK
07/04/2016;HANS HJULMAND TAND;-700,55;17871,04;DKK
07/04/2016;Dankort August Krogh Insti;-47,6;18571,59;DKK
04/04/2016;Pasta Plus ApS;-94;18619,19;DKK
04/04/2016;Dankort-køb Oister;-159,39;18713,19;DKK
04/04/2016;WaterWear;-490;18872,58;DKK
04/04/2016;Chilimili;-158;19362,58;DKK
31/03/2016;Københavns Universit;16496,86;19520,58;DKK
31/03/2016;Account 64970001000373;-9000;3023,72;DKK
30/03/2016;Pengeautomat;-300;12023,72;DKK
29/03/2016;ADAMSEN`S FISK APS;-181;12323,72;DKK
29/03/2016;DSB 617 Ro RKA;-200;12504,72;DKK
29/03/2016;ParadIS Roskilde A;-65;12704,72;DKK
29/03/2016;Imerco Frederiksbe;-199,95;12769,72;DKK
29/03/2016;PAPYRUS BOGCAFE Ap;-124;12969,67;DKK
29/03/2016;Øbro Hallen;-40;13093,67;DKK
29/03/2016;Parterre;-205;13133,67;DKK
29/03/2016;Pengeautomat;-300;13338,67;DKK
29/03/2016;Lønoverførsel;32,51;13638,67;DKK
17/03/2016;Cravings ApS;-85;13606,16;DKK
17/03/2016;Dankort SKAAL;-30;13691,16;DKK
15/03/2016;Pussy G. F. Cirkus;-70;13721,16;DKK
14/03/2016;World Of Flowers v;-45;13791,16;DKK
14/03/2016;AFRICAN TOUCH ApS;-475;13836,16;DKK
07/03/2016;Tribeca.Nv;-257;14311,16;DKK
07/03/2016;Tips & Lotto;-42;14568,16;DKK
04/03/2016;Aldi 008;-44,9;14610,16;DKK
03/03/2016;Øbro Hallen;-360;14655,06;DKK
03/03/2016;Games/Karrusella;-199;15015,06;DKK
29/02/2016;Account 64970001000373;-9000;15214,06;DKK
25/02/2016;Mokkariet;-62;24214,06;DKK
25/02/2016;Lønoverførsel;261,52;24276,06;DKK
25/02/2016;Kalaset ApS;-130;24014,54;DKK
25/02/2016;Kalaset ApS;-105;24144,54;DKK
24/02/2016;Pub & Sport;-97;24249,54;DKK
23/02/2016;Overførsel fra udland - omkostninger;-20;24346,54;DKK
23/02/2016;Overførsel fra udland;7448,8;24366,54;DKK
19/02/2016;Democratic Coffee;-85;16917,74;DKK
16/02/2016;Overførsel fra udland - omkostninger;-20;17002,74;DKK
16/02/2016;Overførsel fra udland;7451,4;17022,74;DKK
15/02/2016;Paradis Frugt Colo;-45;9571,34;DKK
15/02/2016;DET FRANSKE CONDIT;-44,5;9616,34;DKK
15/02/2016;Straksoverførsel gennemført  pr. 14-02-2016/Konto 63010007425821;-675;9660,84;DKK
15/02/2016;Dankort-køb Billetten A/S Nota 64-19317-83;-501,74;10335,84;DKK
12/02/2016;FREDERIKSBERG MATE;-49,95;10837,58;DKK
08/02/2016;JOE & THE JUICE Øs;-190;10887,53;DKK
08/02/2016;M Forum RVM;-200;11077,53;DKK
03/02/2016;Original Coffee;-67;11277,53;DKK
03/02/2016;Dankort-køb Oister;-159,39;11344,53;DKK
01/02/2016;A. BUSCK, KBH;-169,95;11503,92;DKK
01/02/2016;Amokka Butik;-53;11673,87;DKK
01/02/2016;Pengeautomat;-300;11726,87;DKK
29/01/2016;DET FRANSKE CONDIT;-130;12026,87;DKK
29/01/2016;Account 64970001000373;-9000;12156,87;DKK
28/01/2016;Vinbørsen;-148;21156,87;DKK
27/01/2016;Lønoverførsel;6755,84;21304,87;DKK
26/01/2016;YOBURGER;-132;14549,03;DKK
25/01/2016;HV GRUPPEN ApS;-64;14681,03;DKK
25/01/2016;Copenhagen Paintb;-200;14745,03;DKK
25/01/2016;JOE & THE JUICE Øs;-190;14945,03;DKK
25/01/2016;Original Coffee;-67;15135,03;DKK
21/01/2016;JOE & THE JUICE Øs;-134;15202,03;DKK
19/01/2016;Overførsel fra udland - omkostninger;-20;15336,03;DKK
19/01/2016;Overførsel fra udland;7449,8;15356,03;DKK
18/01/2016;JOE & THE JUICE Øs;-138;7906,23;DKK
18/01/2016;Havgården Badehote;-2170;8044,23;DKK
12/01/2016;Pengeautomat;-400;10214,23;DKK
11/01/2016;Original Coffee;-62;10614,23;DKK
11/01/2016;Straksoverførsel gennemført  pr. 10-01-2016/Buffer faelles;-4000;10676,23;DKK
08/01/2016;Poppi Dyrecenter;-89;14676,23;DKK
05/01/2016;Pengeautomat;-500;14765,23;DKK
05/01/2016;Original Coffee;-99;15265,23;DKK
04/01/2016;Ipsen og co.;-75;15364,23;DKK
04/01/2016;BAGEREN I NANSENSG;-55;15439,23;DKK
04/01/2016;Dankort Madklubben;-515;15494,23;DKK
04/01/2016;Dankort Madklubben;-50;16009,23;DKK
04/01/2016;REINH VAN HAUEN;-109;16059,23;DKK
04/01/2016;BOGhandleren Frb.;-59,9;16168,23;DKK
04/01/2016;Rema 1000;-125,6;16228,13;DKK
31/12/2015;Rente af indestående;60,73;16353,73;DKK
29/12/2015;Aldi 002;-112,85;16293;DKK
28/12/2015;The Coffee Factory;-84;16405,85;DKK
28/12/2015;Rema 1000;-90,05;16489,85;DKK
18/12/2015;JOE & THE JUICE Ai;-40;16579,9;DKK
18/12/2015;Poppi Dyrecenter;-119;16619,9;DKK
18/12/2015;BlackSwan;-55;16738,9;DKK
17/12/2015;laekkerier;-140;16793,9;DKK
16/12/2015;DET FRANSKE CONDIT;-40;16933,9;DKK
16/12/2015;Rema 1000;-22,4;16973,9;DKK
16/12/2015;Rema 1000;-184,9;16996,3;DKK
15/12/2015;Rema 1000;-46,9;17181,2;DKK
15/12/2015;Overførsel fra udland - omkostninger;-20;17228,1;DKK
15/12/2015;Overførsel fra udland;7448,4;17248,1;DKK
14/12/2015;The Coffee Factory;-65;9799,7;DKK
14/12/2015;DSB 650 Kk RKA;-200;9864,7;DKK
14/12/2015;Rema 1000;-151,45;10064,7;DKK
14/12/2015;Dankort Hoopz Frederiksber;-249;10216,15;DKK
14/12/2015;JOE & THE JUICE NY;-184;10465,15;DKK
14/12/2015;Aldi 002;-33,85;10649,15;DKK
11/12/2015;Rema 1000;-53,55;10683;DKK
10/12/2015;Netto Nørrebrogade;-50,45;10736,55;DKK
10/12/2015;Rema 1000;-90,75;10787;DKK
10/12/2015;Gadeforeningen;-65;10877,75;DKK
09/12/2015;Politikens Boghal;-254,15;10942,75;DKK
09/12/2015;Aldi 002;-49,3;11196,9;DKK
08/12/2015;Aldi 002;-88,01;11246,2;DKK
07/12/2015;Rema 1000;-99,75;11334,21;DKK
07/12/2015;Søhesten, Sølvgade;-150;11433,96;DKK
07/12/2015;Rema 1000;-129,94;11583,96;DKK
07/12/2015;AFRICAN TOUCH ApS;-475;11713,9;DKK
07/12/2015;AFRICAN TOUCH ApS;-120;12188,9;DKK
07/12/2015;Cafe Tænk;-230;12308,9;DKK
07/12/2015;Pengeautomat;-300;12538,9;DKK
04/12/2015;Rema 1000;-133,5;12838,9;DKK
04/12/2015;emmerys (140);-134;12972,4;DKK
04/12/2015;Poppi Dyrecenter;-40;13106,4;DKK
04/12/2015;Straksoverførsel gennemført  pr. 03-12-2015/Konto 64970001000373;-8000;13146,4;DKK
03/12/2015;Hillerødgade Bad;-360;21146,4;DKK
03/12/2015;Aldi 002;-66,8;21506,4;DKK
03/12/2015;Dankort-køb Oister;-177,75;21573,2;DKK
02/12/2015;Rema 1000;-122,5;21750,95;DKK
01/12/2015;Aldi 002;-46,35;21873,45;DKK
30/11/2015;BLÅGÅRD DYREKLINIK;-907,34;21919,8;DKK
30/11/2015;Rema 1000;-105,75;22827,14;DKK
30/11/2015;Aldi 002;-133,2;22932,89;DKK
30/11/2015;Rema 1000;-35,34;23066,09;DKK
30/11/2015;Rema 1000;-52,85;23101,43;DKK
27/11/2015;IZ *MELLEMFOLKELIG, KBH;-50;23154,28;DKK
26/11/2015;Rema 1000;-66,2;23204,28;DKK
26/11/2015;SILVAN;-59,95;23270,48;DKK
26/11/2015;Bellahøj Svømmesta;-20;23330,43;DKK
25/11/2015;Rema 1000;-54,95;23350,43;DKK
25/11/2015;Aldi 002;-102,6;23405,38;DKK
25/11/2015;Safir Frugt og Grø;-30;23507,98;DKK
23/11/2015;Rema 1000;-94,45;23537,98;DKK
23/11/2015;Rema 1000;-81,8;23632,43;DKK
23/11/2015;Løven På Christian;-40;23714,23;DKK
23/11/2015;Rema 1000;-54,5;23754,23;DKK
23/11/2015;SILVAN;-208,6;23808,73;DKK
23/11/2015;Rema 1000;-99,95;24017,33;DKK
23/11/2015;DET FRANSKE CONDIT;-50;24117,28;DKK
23/11/2015;Søhesten, Sølvgade;-50;24167,28;DKK
20/11/2015;Dankort Shabaz Sværtegade;-58;24217,28;DKK
19/11/2015;Normann Detail ApS;-104;24275,28;DKK
19/11/2015;Aldi 002;-60,85;24379,28;DKK
18/11/2015;Rema 1000;-91,9;24440,13;DKK
17/11/2015;Mokkariet;-62;24532,03;DKK
16/11/2015;Rema 1000;-52,05;24594,03;DKK
16/11/2015;PALADS TEATRET;-50;24646,08;DKK
16/11/2015;Original Coffee;-67;24696,08;DKK
16/11/2015;DET FRANSKE CONDIT;-101;24763,08;DKK
16/11/2015;Rema 1000;-86,45;24864,08;DKK
16/11/2015;Magasin, Kgs Nytor;-659,55;24950,53;DKK
13/11/2015;Aldi 002;-108,15;25610,08;DKK
13/11/2015;Konto 32640016176850;-100;25718,23;DKK
13/11/2015;Rema 1000;-47,9;25818,23;DKK
12/11/2015;Poppi Dyrecenter;-119;25866,13;DKK
12/11/2015;Rema 1000;-91,1;25985,13;DKK
10/11/2015;Aldi 051;-87,35;26076,23;DKK
10/11/2015;Pengeautomat;-600;26163,58;DKK
09/11/2015;Original Coffee;-67;26763,58;DKK
09/11/2015;Poppi Dyrecenter;-218;26830,58;DKK
09/11/2015;Rema 1000;-30,25;27048,58;DKK
09/11/2015;DET FRANSKE CONDIT;-80;27078,83;DKK
09/11/2015;Rema 1000;-55,86;27158,83;DKK
09/11/2015;DET FRANSKE CONDIT;-54;27214,69;DKK
09/11/2015;Rema 1000;-331,79;27268,69;DKK
09/11/2015;Chilimili;-118;27600,48;DKK
09/11/2015;Noma;-3000;27718,48;DKK
09/11/2015;Dankort Illums Bolighus;-750;30718,48;DKK
06/11/2015;Aldi 006;-75,75;31468,48;DKK
05/11/2015;Poppi Dyrecenter;-377;31544,23;DKK
05/11/2015;P.H. Cykler;-1349;31921,23;DKK
05/11/2015;Rema 1000;-38,85;33270,23;DKK
04/11/2015;Rema 1000;-139,54;33309,08;DKK
04/11/2015;Irma Rosenørns All;-121;33448,62;DKK
04/11/2015;Rema 1000;-123,6;33569,62;DKK
04/11/2015;DET FRANSKE CONDIT;-144;33693,22;DKK
04/11/2015;Dankort-køb Oister;-109,39;33837,22;DKK
03/11/2015;Wood Sound;-200;33946,61;DKK
03/11/2015;AFRICAN TOUCH ApS;-150;34146,61;DKK
03/11/2015;Rema 1000;-37,95;34296,61;DKK
03/11/2015;IZ *DESSERTEN APS, KOBENHAVN K;-90;34334,56;DKK
02/11/2015;SILVAN;-109,9;34424,56;DKK
02/11/2015;Rema 1000;-46,45;34534,46;DKK
02/11/2015;JOE & THE JUICE Jo;-184;34580,91;DKK
02/11/2015;Rema 1000;-54,71;34764,91;DKK
02/11/2015;DET FRANSKE CONDIT;-36;34819,62;DKK
02/11/2015;WARPIGS BREWPUB;-85;34855,62;DKK
02/11/2015;Dankort Social Food Freder;-60;34940,62;DKK
02/11/2015;emmerys (110);-59;35000,62;DKK
02/11/2015;Rema 1000;-15,95;35059,62;DKK
02/11/2015;DSB 650 Kk RKA;-200;35075,57;DKK
02/11/2015;Pengeautomat;-600;35275,57;DKK
02/11/2015;Mikkeller & Friend;-110;35875,57;DKK
30/10/2015;LA TIENDA;-40;35985,57;DKK
30/10/2015;Democratic Coffee;-108;36025,57;DKK
30/10/2015;Rema 1000;-37,5;36133,57;DKK
29/10/2015;Rema 1000;-116,2;36171,07;DKK
28/10/2015;DSB 771 Klu RKA;-200;36287,27;DKK
28/10/2015;coffee 24 v/ Aform;-55;36487,27;DKK
27/10/2015;Rema 1000;-105,75;36542,27;DKK
12/10/2015;Dankort WH-Smith T2 Pier B;-250;36648,02;DKK
09/10/2015;JOE & THE JUICE Ai;-78;36898,02;DKK
09/10/2015;FREDERIKSBERG MATE;-49,95;36976,02;DKK
